,Open,High,Low,Close,Volume,return_1d,return_lag1,return_lag2,return_lag3,return_lag4,return_lag5,return_5d,return_10d,ma5_ratio,ma10_ratio,ma20_ratio,ma50_ratio,ma_cross_5_20,vol_5d,vol_10d,vol_20d,rsi_14,macd,macd_hist,bb_position,hl_range,co_change,vol_change,vol_ma_ratio,dayofweek,target
2023-07-12 00:00:00+00:00,30631.0,30960.0,30219.0,30382.0,1734.6198,-0.007805109,0.0065743923,0.008419752,-0.004159391,-0.0018123388,0.014576077,0.0011203289,-0.007643044,0.00017118327144394208,-0.002475588855253563,-0.0030271458690533937,0.07296834563269172,-0.003197781733758842,0.006987906076068427,0.012114007451730014,0.012393127675958137,54.167812929848694,0.01931637691665624,-0.0045021411015404855,-0.17036194172420926,0.02438944,-0.008129019,0.360466,-0.04602469044997437,2,1
2023-07-13 00:00:00+00:00,30383.0,31818.0,30259.0,31471.0,3038.411,0.03584361,-0.007805109,0.0065743923,0.008419752,-0.004159391,-0.0018123388,0.038886905,0.010045528,0.02804745789287999,0.032218494065014314,0.03143025694808599,0.1074022934146317,0.0032905086523336013,0.017138214300745185,0.01593259316374216,0.01341538794220622,61.78022482220693,0.020166731276832706,-0.002262070208525965,1.3783630609793667,0.04953767,0.0358095,0.75162935,0.7354335052853056,3,0
2023-07-14 00:00:00+00:00,31474.0,31635.0,29961.0,30331.0,2687.885,-0.03622383,0.03584361,-0.007805109,0.0065743923,0.008419752,-0.004159391,0.0054364204,-0.014299154,-0.01025282915432113,-0.003734640183677307,-0.005578478188527414,0.06440172628827678,0.0047227727479126624,0.026280662059477846,0.019547247370985756,0.015785384591646048,48.73949579831933,0.018922626193440012,-0.0034793349766903507,-0.24302170426422154,0.05519106,-0.03631569,-0.11536485,0.4731240568039461,4,0
2023-07-15 00:00:00+00:00,30328.0,30403.0,30260.0,30301.0,483.23087,-0.0009890795,-0.03622383,0.03584361,-0.007805109,0.0065743923,0.008419752,-0.0039446354,-0.0065571666,-0.010456807701853643,-0.00406577550477083,-0.006275344471646127,0.060681586195212134,0.0042256500400921215,0.02598412414163059,0.01936924943665266,0.01577891897037537,47.29604162795019,0.01707639268079769,-0.004278198333530205,-0.27110216000682524,0.004719316,-0.00089026644,-0.8202189,-0.7277209809661099,5,0
2023-07-16 00:00:00+00:00,30300.0,30442.0,30067.0,30253.0,999.6758,-0.0015841126,-0.0009890795,-0.03622383,0.03584361,-0.007805109,0.0065743923,-0.012017906,0.011400104,-0.00964396548337676,-0.006756668023691015,-0.007815344048958228,0.056500588438664456,0.0018464283254566727,0.025681649460072183,0.01823309911954455,0.015709709128592972,46.641998149861244,0.015318531257151123,-0.0048559530943061945,-0.33693827840875484,0.012395465,-0.0015511551,1.0687332,-0.4193479176831274,6,0
2023-07-17 00:00:00+00:00,30247.0,30341.0,29675.0,30154.0,1810.6123,-0.0032724142,-0.0015841126,-0.0009890795,-0.03622383,0.03584361,-0.007805109,-0.007504463,-0.0063925385,-0.011409087928660466,-0.009376006097360667,-0.010182443655175621,0.05151422372278014,0.0012408006775166402,0.025511636624309268,0.017651684706373596,0.0153786256057677,39.88311164852882,0.013528716995162627,-0.005369602515420955,-0.43341511160986007,0.022086622,-0.003074685,0.81119955,0.06020406909569198,0,0
2023-07-18 00:00:00+00:00,30144.0,30244.0,29521.0,29868.0,1637.2671,-0.009484649,-0.0032724142,-0.0015841126,-0.0009890795,-0.03622383,0.03584361,-0.050935805,-0.014029622,-0.010383878812778802,-0.017399800637565077,-0.019230863952268473,0.04000401126496911,-0.008939815096055792,0.014872424209552544,0.017880280666462373,0.014850759650164804,40.71178769800453,0.01128327205607377,-0.006236806126994135,-0.7858642119264918,0.024206508,-0.009156051,-0.09573847,-0.034790802759130046,1,1
2023-07-19 00:00:00+00:00,29862.0,30188.0,29757.0,29919.0,1446.8843,0.0017075539,-0.009484649,-0.0032724142,-0.0015841126,-0.0009890795,-0.03622383,-0.013583481,-0.008220911,-0.005980265125087203,-0.014918296726271763,-0.016708624463477095,0.040176780336664164,-0.010792903764370365,0.004181957963849404,0.017871120644550122,0.014573645638760513,43.731150366221456,0.009414078831706658,-0.006460907666861611,-0.6495425162990847,0.014405562,0.0019087804,-0.116280854,-0.1348431880897456,2,0
2023-07-20 00:00:00+00:00,29917.0,30414.0,29567.0,29806.0,1431.3619,-0.0037768483,0.0017075539,-0.009484649,-0.0032724142,-0.0015841126,-0.0009890795,-0.016336083,-0.020216286,-0.006466666666666621,-0.01664764141917341,-0.019353989652648118,0.03438750211694419,-0.012971203434860246,0.004077262773021201,0.01759503713314147,0.014583512225588714,48.72779644743159,0.007584755511373902,-0.0066803327726941844,-0.7087207807514392,0.028417097,-0.003710265,-0.010728121,-0.043682859179152156,3,1
2023-07-21 00:00:00+00:00,29806.0,30051.0,29735.0,29908.0,1197.7339,0.003422141,-0.0037768483,0.0017075539,-0.009484649,-0.0032724142,-0.0015841126,-0.011403799,-0.023284674,-0.0007684340650162547,-0.010955941440443318,-0.014889632922211904,0.03571176267697629,-0.014132058412288484,0.005087912118352706,0.017453995299813185,0.014572984686464684,44.258872651356995,0.006288596406814237,-0.006342273105789307,-0.5307057341784054,0.0105657345,0.0034221297,-0.16322082,-0.21533854295898303,4,0
2023-07-22 00:00:00+00:00,29908.0,29995.0,29640.0,29789.0,630.3918,-0.0039788485,0.003422141,-0.0037768483,0.0017075539,-0.009484649,-0.0032724142,-0.012104511,-0.019518137,-0.002310938441958621,-0.012955599734923773,-0.017471065711920364,0.029780637953063405,-0.015195242540082532,0.005131948892373642,0.0173595478968899,0.014580706183742763,43.531827515400416,0.004923877620945277,-0.006205959379169706,-0.6023956009171272,0.011917151,-0.0039788685,-0.4736796,-0.5806846290521179,5,1
2023-07-23 00:00:00+00:00,29790.0,30342.0,29742.0,30085.0,766.4673,0.009936571,-0.0039788485,0.003422141,-0.0037768483,0.0017075539,-0.009484649,0.0072653294,-0.04404056,0.006140180727323807,0.0014513304972469943,-0.005949106312396646,0.037853986345932844,-0.012015509639005995,0.005761275227191301,0.01231092520682045,0.014145809774326935,48.99163797343827,0.004526540234102616,-0.005195034108783725,-0.22787726688961266,0.019943494,0.009902652,0.21585858,-0.47653977287564786,6,0
