,Open,High,Low,Close,Volume
2017-04-25 00:00:00+00:00,1253.58,1280.0,1251.07,1269.0,5249.7734
2017-04-26 00:00:00+00:00,1271.4,1330.0,1265.0,1287.99,8707.639
2017-04-27 00:00:00+00:00,1287.92,1342.02,1285.0,1331.53,6669.9873
2017-04-28 00:00:00+00:00,1331.0,1347.02,1299.0,1330.7,8234.275
2017-04-29 00:00:00+00:00,1333.93,1342.8,1316.0,1333.0,3927.4507
2017-04-30 00:00:00+00:00,1336.77,1356.0,1315.68,1350.21,3536.1758
2017-05-01 00:00:00+00:00,1348.88,1425.0,1341.22,1390.86,8604.415
2017-05-02 00:00:00+00:00,1390.86,1481.73,1388.0,1447.75,8920.689
2017-05-03 00:00:00+00:00,1447.75,1516.04,1431.02,1503.22,11077.59
2017-05-04 00:00:00+00:00,1503.25,1623.01,1444.94,1537.23,19548.53
2017-05-05 00:00:00+00:00,1537.36,1609.0,1495.0,1514.9,15603.685
2017-05-06 00:00:00+00:00,1514.9,1578.97,1505.0,1558.02,7901.143
2017-05-07 00:00:00+00:00,1554.04,1565.0,1525.0,1554.01,7667.7856
2017-05-08 00:00:00+00:00,1554.38,1653.97,1554.38,1649.54,19262.354
2017-05-09 00:00:00+00:00,1649.55,1760.4,1616.05,1720.28,16807.732
2017-05-10 00:00:00+00:00,1720.26,1794.21,1682.0,1772.58,11265.379
2017-05-11 00:00:00+00:00,1772.58,1892.0,1745.01,1828.45,14740.22
2017-05-12 00:00:00+00:00,1830.85,1832.0,1650.0,1691.51,17062.844
2017-05-13 00:00:00+00:00,1690.33,1785.82,1601.46,1776.89,10532.234
2017-05-14 00:00:00+00:00,1776.8,1815.0,1753.0,1784.0,4816.732
2017-05-15 00:00:00+00:00,1782.3,1784.0,1682.56,1705.48,13316.802
2017-05-16 00:00:00+00:00,1706.07,1750.0,1641.22,1700.01,16554.088
2017-05-17 00:00:00+00:00,1700.01,1840.42,1670.01,1782.99,17797.318
2017-05-18 00:00:00+00:00,1779.0,1881.8,1766.33,1878.99,11916.123
2017-05-19 00:00:00+00:00,1879.0,1969.99,1874.99,1958.0,14124.618
2017-05-20 00:00:00+00:00,1959.09,2021.0,1914.0,2013.99,12309.947
2017-05-21 00:00:00+00:00,2013.99,2063.11,1961.52,2017.55,6755.8345
2017-05-22 00:00:00+00:00,2017.55,2230.34,2001.0,2099.97,16338.535
2017-05-23 00:00:00+00:00,2088.76,2275.0,2088.45,2264.23,14138.92
2017-05-24 00:00:00+00:00,2265.9,2481.75,2264.64,2420.29,22144.598
2017-05-25 00:00:00+00:00,2420.29,2760.1,2221.0,2292.53,32964.76
2017-05-26 00:00:00+00:00,2277.01,2599.12,2060.0,2279.82,28326.822
2017-05-27 00:00:00+00:00,2280.7,2339.94,1850.0,2042.0,26216.275
